FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5
Dion,Pereira,MID,WAT,4500000,1,2,0.018018018018018,4.004004004004E-09,4.44444444444444E-07,0,85,0,1,0,0,0,0,0,0.4,0,0,0,2,0,0.1,0,0.3,0,0,0,0,0,0,153,0,0,0,0,25,0,0,0,6,Man City,,,,
Roberto,Pereyra,MID,WAT,5800000,0,43,3.3,5.68965517241379E-07,7.41379310344828E-06,0,62389,2,17,0,0,0,2,0,7.4,0,-2,0,43,2,0,0,0,2,0,3,0,3,0.2,63393,0,0,0,0,1036,0,0,1,186,Man City,,,,
Lucas,Pérez,FWD,ARS,7800000,0,20,0.18018018018018,2.31000231000231E-08,2.56410256410256E-06,0,42454,0,2,0,0,0,1,0,2.6,0,-7,0,20,7,0,0,0,0,0,1,0,1,0.1,41861,0,0,0,0,272,0,0,0,83,Everton,,,,
Matt,Phillips,MID,WBA,5300000,0,115,4.3,8.11320754716981E-07,2.16981132075472E-05,0,1104770,2,28,0,0,0,4,0,21.7,0,-2,0,115,2,0,0,0,12,0,6,0,9,4,1218528,0,0,0,2,2181,0,0,0,357,Swansea,,,,
Michael,Phillips,MID,CRY,4500000,0,0,0,0,0,0,548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,746,0,0,0,0,0,0,0,0,0,Man Utd,,,,
Jordan,Pickford,GLK,SUN,4200000,1,102,3.5,8.33333333333333E-07,2.42857142857143E-05,0,454041,0,50,0,135,0,0,0,24.3,0,2,0,102,-2,0.5,0,2.3,9,0,4,0,0,11,563596,0,18,0,3,2610,0,0,0,608,Chelsea,,,,
Jérémy,Pied,DEF,SOU,4700000,1,5,0.0450450450450451,9.58405213724363E-09,1.06382978723404E-06,0,2815,0,1,0,0,0,0,0,1.1,0,-3,0,5,3,0.2,0,1,0,0,0,0,0,0,353,0,0,0,0,129,0,0,0,24,Stoke,,,,
Steven,Pienaar,MID,SUN,4800000,0,15,0.135135135135135,2.81531531531532E-08,3.125E-06,0,1079,5,13,0,0,0,0,0,3.1,0,-2,0,15,2,0,0,0,0,0,2,0,0,0,972,0,0,0,0,802,0,0,1,77,Chelsea,,,,
Erik,Pieters,DEF,STK,4600000,6,103,2.9,6.30434782608696E-07,2.23913043478261E-05,0,389505,5,50,0,0,0,0,0,22.4,0,1,0,103,-1,0.7,0,3,9,0,10,0,2,6.7,477400,0,388,0,1,3151,0,0,0,614,Southampton,,,,
Alex,Pike,DEF,WHU,4000000,0,0,0,0,0,0,1396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1795,0,0,0,0,0,0,0,0,0,Burnley,,,,
Sébastien,Pocognoli,DEF,WBA,4000000,0,0,0,0,0,0,19290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,1964,0,16,0,0,0,0,0,0,0,Swansea,,,,
Paul,Pogba,MID,MUN,8200000,12,115,3.8,4.63414634146341E-07,1.40243902439024E-05,0,867047,7,21,0,0,0,5,0,14,0,-3,0,115,3,0.5,0,4,14,0,13,0,4,7.3,654531,0,0,0,2,2608,0,0,0,512,Crystal Palace,,,,
Nick,Pope,GLK,BUR,3900000,0,0,0,0,0,0,55313,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,2.5,64676,0,0,0,0,0,0,0,0,0,West Ham,,,,
Alex,Pritchard,MID,TOT,4500000,0,0,0,0,0,0,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,-4,0,0,0,0,0,0,0,Hull City,,,,
Sebastian,Prödl,DEF,WAT,4300000,0,67,2,4.65116279069767E-07,1.55813953488372E-05,0,95009,10,49,0,0,0,1,0,15.6,0,-2,0,67,2,-0.1,0,-0.3,3,0,5,0,2,0.8,115809,0,181,0,1,2770,0,0,1,441,Man City,,,,
Marc,Pugh,MID,BOU,4600000,2,64,0.576576576576577,1.25342734038386E-07,1.39130434782609E-05,0,13978,1,24,0,0,0,2,0,13.9,0,-4,0,64,4,0.4,0,2,6,0,5,0,3,0.4,27133,0,245,0,2,1329,0,0,0,224,Leicester,,,,
Jason,Puncheon,MID,CRY,5100000,2,92,2.6,5.09803921568628E-07,1.80392156862745E-05,0,104511,9,53,0,0,0,0,0,18,0,-4,0,92,4,0.7,0,3.5,6,0,7,0,6,0.7,82519,0,381,0,0,3093,0,0,0,500,Man Utd,,,,
Domingos,Quina,MID,WHU,4500000,0,0,0,0,0,0,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299,0,0,0,0,0,0,0,0,0,Burnley,,,,
Gastón,Ramírez,MID,MID,5200000,0,59,0.531531531531532,1.02217602217602E-07,1.13461538461538E-05,0,111019,8,22,0,0,0,2,0,11.3,0,-3,0,59,3,0,0,0,6,0,6,0,3,0.5,79693,0,0,0,0,1539,0,0,1,244,Liverpool,,,,
Aaron,Ramsdale,GLK,BOU,4000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Leicester,,,,
Aaron,Ramsey,MID,ARS,7600000,10,56,0.504504504504505,6.63821716453296E-08,7.36842105263158E-06,0,154794,3,20,0,0,0,1,0,7.4,0,-4,0,56,4,0.8,0,5.8,3,0,4,0,4,1.1,27952,0,558,0,0,1236,0,0,0,240,Everton,,,,
Connor,Randall,DEF,LIV,3900000,0,0,0,0,0,0,67705,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,1.7,93659,0,30,0,0,0,0,0,0,0,Middlesbrough,,,,
Darren,Randolph,GLK,WHU,4400000,0,69,3.1,7.04545454545455E-07,1.56818181818182E-05,0,66629,1,39,0,64,0,0,0,15.7,0,-1,0,69,1,0,0,0,5,0,4,0,0,1.3,87599,0,56,1,1,1980,0,0,0,370,Burnley,,,,
Angel,Rangel,DEF,SWA,4100000,0,26,0.234234234234234,5.71303010327401E-08,6.34146341463415E-06,0,15697,1,24,0,0,0,1,0,6.3,0,-4,0,26,4,0,0,0,1,0,1,0,0,0.2,6830,0,194,0,0,831,0,0,0,190,West Brom,,,,
Andrea,Ranocchia,DEF,HUL,4500000,-1,55,0.495495495495495,1.1011011011011E-07,1.22222222222222E-05,0,33709,2,31,0,0,0,2,0,12.2,0,0,0,55,0,-0.1,0,-0.5,9,0,3,0,2,1.3,86744,0,0,0,2,1330,0,0,0,299,Tottenham,,,,
Tokelo,Rantie,FWD,BOU,4500000,0,0,0,0,0,0,14527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,2145,0,3,0,0,0,0,0,0,0,Leicester,,,,
Marcus,Rashford,FWD,MUN,6400000,0,76,2.4,3.75E-07,1.1875E-05,0,915212,3,15,0,0,0,5,0,11.9,0,-6,0,76,6,0.1,0,0.7,2,0,7,0,3,10.6,1112776,0,237,0,0,1712,0,0,0,287,Crystal Palace,,,,
Adam,Reach,MID,MID,4400000,0,0,0,0,0,0,2381,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,507,0,0,0,0,0,0,0,0,0,Liverpool,,,,
Nathan,Redmond,MID,SOU,5900000,2,126,3.4,5.76271186440678E-07,2.13559322033898E-05,0,757432,2,40,0,0,0,7,0,21.4,0,-1,0,126,1,0.6,0,3.5,13,0,12,0,1,7.4,776141,0,379,0,1,2898,0,0,1,483,Stoke,,,,
Harrison,Reed,MID,SOU,4300000,0,3,0.027027027027027,6.28535512256443E-09,6.97674418604651E-07,0,3073,0,1,0,0,0,0,0,0.7,0,-2,0,3,2,0,0,0,0,0,0,0,0,0.1,2088,0,1,0,0,64,0,0,0,16,Stoke,,,,
Winston,Reid,DEF,WHU,4900000,0,102,3.4,6.93877551020408E-07,2.08163265306122E-05,0,290254,8,48,0,0,0,2,0,20.8,0,-1,0,102,1,0,0,0,16,0,9,0,3,2.4,282720,0,294,0,2,2587,0,0,1,622,Burnley,,,,
Jeff,Reine-Adelaide,MID,ARS,4500000,0,0,0,0,0,0,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305,0,0,0,0,0,0,0,0,0,Everton,,,,
Loïc,Remy,FWD,CRY,6200000,0,6,0.0540540540540541,8.71839581517001E-09,9.67741935483871E-07,0,25537,0,3,0,0,0,0,0,1,0,-3,0,6,3,0,0,0,0,0,1,0,0,0.2,18409,0,62,0,0,134,0,0,0,17,Man Utd,,,,
Jordan,Rhodes,FWD,MID,5400000,0,8,1.3,2.40740740740741E-07,1.48148148148148E-06,0,39226,0,2,0,0,0,0,0,1.5,0,-6,0,8,6,0,0,0,0,0,0,0,0,0.2,3459,0,0,0,0,211,0,0,0,21,Liverpool,,,,
Declan,Rice,MID,WHU,4500000,1,1,0.00900900900900901,2.002002002002E-09,2.22222222222222E-07,0,435,0,0,0,0,0,0,0,0.2,0,0,0,1,0,0.1,0,0.5,0,0,0,0,0,0,765,0,0,0,0,1,0,0,0,3,Burnley,,,,
Connor,Roberts,DEF,SWA,4000000,0,0,0,0,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,379,0,0,0,0,0,0,0,0,0,West Brom,,,,
Andrew,Robertson,DEF,HUL,4400000,0,73,2.2,5E-07,1.65909090909091E-05,0,111193,5,59,0,0,0,1,0,16.6,0,-1,0,73,1,-0.1,0,-0.5,4,0,5,0,2,1.9,142349,0,0,0,0,2736,0,0,0,488,Tottenham,,,,
Paul,Robinson,GLK,BUR,4000000,0,5,0.0450450450450451,1.12612612612613E-08,1.25E-06,0,69248,0,7,0,10,0,0,0,1.3,0,0,0,5,0,0,0,0,0,0,0,0,0,2.3,45869,0,0,0,0,270,0,0,0,45,West Ham,,,,
Joel,Robles,GLK,EVE,4700000,3,89,4.5,9.57446808510638E-07,1.8936170212766E-05,0,53030,2,20,0,54,0,0,0,18.9,0,-3,0,89,3,1,0,4.5,5,0,10,0,1,0.9,76627,0,110,0,1,1737,0,0,0,407,Arsenal,,,,
Hal,Robson-Kanu,FWD,WBA,5000000,1,52,1.8,3.6E-07,1.04E-05,0,43957,3,13,0,0,0,3,0,10.4,0,0,0,52,0,0.4,0,2,3,0,1,0,2,0.3,51907,0,0,0,0,701,0,0,0,144,Swansea,,,,
Jay,Rodriguez,MID,SOU,5900000,0,73,0.657657657657658,1.11467399602993E-07,1.23728813559322E-05,0,64349,0,15,0,0,0,5,0,12.4,0,-6,0,73,6,0.6,0,3.8,8,0,3,0,2,0.3,56513,0,56,0,1,893,0,0,0,170,Stoke,,,,
Jack,Rodwell,MID,SUN,4300000,2,38,1.9,4.41860465116279E-07,8.83720930232558E-06,0,88192,4,32,0,0,0,0,0,8.8,0,-2,0,38,2,0.2,0,0.7,1,0,2,0,1,0.6,69622,0,112,0,0,1492,0,0,0,200,Chelsea,,,,
Marcos,Rojo,DEF,MUN,5200000,0,77,3.7,7.11538461538462E-07,1.48076923076923E-05,0,110026,5,13,0,0,0,1,0,14.8,0,-3,0,77,3,0,0,0,7,0,8,0,0,0.7,103924,0,192,0,0,1663,0,0,0,394,Crystal Palace,,,,
Sergio,Romero,GLK,MUN,4700000,0,23,0.207207207207207,4.40866398313207E-08,4.8936170212766E-06,0,4728,0,0,0,10,0,0,0,4.9,0,-3,0,23,3,1.1,0,5.3,3,0,2,0,0,0.2,5196,0,40,1,1,180,0,0,0,80,Crystal Palace,,,,
Salomón,Rondón,FWD,WBA,6300000,2,118,3.1,4.92063492063492E-07,1.87301587301587E-05,0,885826,2,44,0,0,0,8,0,18.7,0,-2,0,118,2,0.3,0,2,10,0,6,0,3,4.2,927540,0,354,0,1,2892,0,0,0,287,Swansea,,,,
Wayne,Rooney,FWD,MUN,8600000,2,76,0.684684684684685,7.96144982191494E-08,8.83720930232558E-06,0,286114,8,16,0,0,0,5,0,8.8,0,-4,0,76,4,0.4,0,3.3,9,0,6,0,5,2.4,159995,0,509,0,0,1540,0,0,0,322,Crystal Palace,,,,
Danny,Rose,DEF,TOT,5800000,0,84,4.7,8.10344827586207E-07,1.44827586206897E-05,0,551919,8,11,0,0,0,2,0,14.5,0,-2,0,84,2,0,0,0,6,0,8,0,3,4.3,389382,0,346,0,2,1530,0,0,0,357,Hull City,,,,
Jack,Rose,GLK,WBA,4000000,0,0,0,0,0,0,5683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,9725,0,0,0,0,0,0,0,0,0,Swansea,,,,
Wayne,Routledge,MID,SWA,4500000,0,74,2.7,6E-07,1.64444444444444E-05,0,60527,1,42,0,0,0,3,0,16.4,0,-5,0,74,5,0,0,0,2,0,5,0,2,0.3,48106,0,269,0,0,1917,0,0,0,228,West Brom,,,,
Charlie,Rowan,DEF,WAT,4000000,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0,0,0,Man City,,,,
Bacary,Sagna,DEF,MCI,5300000,1,55,0.495495495495495,9.34897161312256E-08,1.0377358490566E-05,0,238985,2,14,0,0,0,0,0,10.4,0,-2,0,55,2,0.1,0,0.3,3,0,6,0,1,1.7,35948,0,386,0,1,1346,0,0,0,316,Watford,,,,
Diafra,Sakho,FWD,WHU,5700000,0,12,3,5.26315789473684E-07,2.10526315789474E-06,0,8791,0,4,0,0,0,1,0,2.1,0,-3,0,12,3,0,0,0,2,0,0,0,0,0.1,5106,0,286,0,0,181,0,0,0,32,Burnley,,,,
Mamadou,Sakho,DEF,CRY,4700000,0,35,4.4,9.36170212765958E-07,7.4468085106383E-06,0,81498,0,6,0,0,0,0,0,7.4,0,-3,0,35,3,0,0,0,6,0,4,0,0,0.6,97004,0,273,0,1,686,0,0,0,155,Man Utd,,,,
Bakary,Sako,MID,CRY,5300000,1,7,0.0630630630630631,1.18986911439742E-08,1.32075471698113E-06,0,1458,0,5,0,0,0,0,0,1.3,0,-2,0,7,2,0.1,0,0.5,0,0,0,0,0,0,1004,0,220,0,0,142,0,0,0,29,Man Utd,,,,
Alexis,Sánchez,MID,ARS,11700000,9,264,6.9,5.8974358974359E-07,2.25641025641026E-05,0,1714802,6,41,0,0,0,24,0,22.6,0,7,0,264,-7,1,1,11.8,32,0,13,0,11,29.7,2498884,0,690,0,9,3217,0,0,0,834,Everton,,,,
Leroy,Sané,MID,MCI,7700000,6,105,0.945945945945946,1.22850122850123E-07,1.36363636363636E-05,0,232425,4,15,0,0,0,5,0,13.6,0,-3,0,105,3,0.8,0,6,8,0,9,0,7,7.5,532293,0,0,0,0,1781,0,0,0,343,Watford,,,,
Yaya,Sanogo,FWD,ARS,4600000,0,0,0,0,0,0,9537,0,0,0,0,0,0,0,0,0,-4,0,0,4,0,0,0,0,0,0,0,0,0.1,4039,0,0,0,0,0,0,0,0,0,Everton,,,,
Jeffrey,Schlupp,DEF,CRY,4700000,1,47,0.423423423423423,9.00900900900901E-08,1E-05,0,23178,0,17,0,0,0,0,0,10,0,-3,0,47,3,1.4,0,6.5,4,0,3,0,2,0.3,16146,0,236,0,0,1139,0,0,0,237,Man Utd,,,,
Kasper,Schmeichel,GLK,LEI,4900000,3,109,3.6,7.3469387755102E-07,2.22448979591837E-05,0,409193,1,47,0,113,0,0,0,22.2,0,-1,0,109,1,0.4,0,2,10,0,8,0,0,6,125751,0,475,0,1,2666,0,0,0,585,Bournemouth,,,,
Morgan,Schneiderlin,MID,EVE,4500000,1,37,0.333333333333333,7.40740740740741E-08,8.22222222222222E-06,0,49078,2,14,0,0,0,1,0,8.2,0,-5,0,37,5,0.4,0,2,1,0,5,0,0,0.4,49537,0,317,0,1,1073,0,0,0,214,Arsenal,,,,
Bastian,Schweinsteiger,MID,MUN,5100000,0,0,0,0,0,0,7255,0,0,0,0,0,0,0,0,0,-4,0,0,4,0,0,0,0,0,0,0,0,0.1,1738,0,200,0,0,0,0,0,0,0,Crystal Palace,,,,
Xherdan,Shaqiri,MID,STK,6000000,2,80,3.8,6.33333333333333E-07,1.33333333333333E-05,0,488455,2,21,0,0,0,4,0,13.3,0,-5,0,80,5,0.3,0,2,8,0,8,0,2,3,263949,0,302,0,2,1699,0,0,0,275,Southampton,,,,
Samuel,Shashoua,MID,TOT,4500000,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,Hull City,,,,
Luke,Shaw,DEF,MUN,5200000,0,45,4.1,7.88461538461538E-07,8.65384615384615E-06,0,869809,1,6,0,0,0,0,0,8.7,0,-3,0,45,3,0,0,0,4,0,4,0,3,6.4,382600,0,92,0,2,688,0,0,0,202,Crystal Palace,,,,
Ryan,Shawcross,DEF,STK,4900000,6,94,2.7,5.51020408163265E-07,1.91836734693878E-05,0,113470,6,53,0,0,0,1,0,19.2,0,-1,0,94,1,0.6,0,3,6,0,9,0,2,1.7,92207,2,176,0,2,3150,0,0,0,549,Southampton,,,,
,Sheyi Ojo,MID,LIV,4700000,0,0,0,0,0,0,999,0,0,0,0,0,0,0,0,0,-3,0,0,3,0,0,0,0,0,0,0,0,0,325,0,81,0,0,0,0,0,0,0,Middlesbrough,,,,
Gylfi,Sigurdsson,MID,SWA,7400000,2,181,4.8,6.48648648648649E-07,2.44594594594595E-05,0,1172231,2,70,0,0,0,9,0,24.5,0,-1,0,181,1,0.5,0,4,18,0,7,0,13,10.8,1311202,0,586,0,4,3327,0,0,0,684,West Brom,,,,
David,Silva,MID,MCI,8600000,3,130,3.8,4.41860465116279E-07,1.51162790697674E-05,0,265867,6,32,0,0,0,4,0,15.1,0,-4,0,130,4,0.5,0,4.3,12,0,12,0,9,2.8,152997,0,351,0,1,2760,0,0,0,621,Watford,,,,
Danny,Simpson,DEF,LEI,4900000,1,85,2.4,4.89795918367347E-07,1.73469387755102E-05,0,108361,12,50,0,0,0,0,0,17.3,0,-1,0,85,1,0,0,0,4,0,9,0,3,2.1,91501,0,390,0,1,2988,0,0,0,529,Bournemouth,,,,
Joshua,Sims,MID,SOU,4100000,0,12,0.108108108108108,2.636783124588E-08,2.92682926829268E-06,0,26899,0,1,0,0,0,0,0,2.9,0,-4,0,12,4,0,0,0,0,0,1,0,1,0.3,36478,0,0,0,0,211,0,0,0,48,Stoke,,,,
Jerome,Sinclair,FWD,WAT,4800000,0,6,1.2,2.5E-07,1.25E-06,0,18512,0,1,0,0,0,0,0,1.3,0,-2,0,6,2,0,0,0,0,0,0,0,0,0.2,7400,0,0,0,0,116,0,0,0,11,Man City,,,,
Moussa,Sissoko,MID,TOT,6600000,1,43,0.387387387387387,5.86950586950587E-08,6.51515151515152E-06,0,14151,3,5,0,0,0,0,0,6.5,0,-4,0,43,4,0.1,0,0.7,0,0,4,0,3,0.1,13286,0,0,0,0,909,0,0,0,162,Hull City,,,,
Islam,Slimani,FWD,LEI,8200000,5,83,0.747747747747748,9.11887497253351E-08,1.01219512195122E-05,0,156110,1,23,0,0,0,7,0,10.1,0,-3,0,83,3,0.3,0,2.3,9,0,5,0,4,0.6,157519,0,0,0,1,1281,0,0,0,271,Bournemouth,,,,
Chris,Smalling,DEF,MUN,5800000,0,52,2.9,5E-07,8.96551724137931E-06,0,62370,0,16,0,0,0,1,0,9,0,-2,0,52,2,0.4,0,2.3,1,0,4,0,1,1.1,29061,0,381,0,0,1217,0,0,0,282,Crystal Palace,,,,
Adam,Smith,DEF,BOU,4600000,2,104,2.9,6.30434782608696E-07,2.26086956521739E-05,0,532703,6,61,0,0,0,1,0,22.6,0,1,0,104,-1,0.4,0,2,12,0,8,0,5,7,700992,1,297,0,1,3101,0,0,0,645,Leicester,,,,
Bradley,Smith,DEF,BOU,3900000,0,4,0.036036036036036,9.24000924000924E-09,1.02564102564103E-06,0,169802,1,9,0,0,0,0,0,1,0,-1,0,4,1,0,0,0,0,0,0,0,0,2.5,89956,0,35,0,0,269,0,0,0,35,Leicester,,,,
Robert,Snodgrass,MID,WHU,5500000,2,133,3.8,6.90909090909091E-07,2.41818181818182E-05,0,1069575,2,56,0,0,0,7,0,24.2,0,0,0,133,0,0.3,0,1.5,16,0,3,0,6,6.3,1225580,0,0,0,2,2548,0,0,0,503,Burnley,,,,
Ramadan,Sobhi,MID,STK,4800000,2,36,0.324324324324324,6.75675675675676E-08,7.5E-06,0,49755,2,11,0,0,0,0,0,7.5,0,-7,0,36,7,0.3,0,1.5,1,0,5,0,2,0.5,28148,0,0,0,0,855,0,0,0,151,Southampton,,,,
Dominic,Solanke,FWD,CHE,5000000,0,0,0,0,0,0,769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,901,0,0,0,0,0,0,0,0,0,Sunderland,,,,
Heung-Min,Son,MID,TOT,7200000,5,174,1.56756756756757,2.17717717717718E-07,2.41666666666667E-05,0,1013071,2,18,0,0,0,14,0,24.2,0,-3,0,174,3,1.1,0,8,13,0,10,0,9,11,1431312,0,244,0,4,2063,0,0,0,512,Hull City,,,,
Pape,Souaré,DEF,CRY,4100000,0,6,2,4.8780487804878E-07,1.46341463414634E-06,0,54103,0,3,0,0,0,0,0,1.5,0,-4,0,6,4,0,0,0,0,0,0,0,0,0.2,20773,0,354,0,0,270,0,0,0,37,Man Utd,,,,
Julian,Speroni,GLK,CRY,4300000,0,0,0,0,0,0,7439,0,0,0,0,0,0,0,0,0,-2,0,0,2,0,0,0,0,0,0,0,0,0.2,1309,0,13,0,0,0,0,0,0,0,Man Utd,,,,
Raphael,Spiegel,GLK,WHU,4000000,0,0,0,0,0,0,3967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,9302,0,0,0,0,0,0,0,0,0,Burnley,,,,
Junior,Stanislas,MID,BOU,4600000,9,107,5.1,1.10869565217391E-06,2.32608695652174E-05,0,294179,1,29,0,0,0,7,0,23.3,0,-9,0,107,9,2.1,0,9.5,13,0,4,0,6,1.3,335334,0,217,0,1,1467,0,0,0,372,Leicester,,,,
Maarten,Stekelenburg,GLK,EVE,4700000,0,68,3.6,7.65957446808511E-07,1.4468085106383E-05,0,218459,2,24,0,43,0,0,0,14.5,0,-3,0,68,3,0,0,0,3,0,4,0,0,1.7,206572,1,151,2,1,1683,0,0,0,309,Arsenal,,,,
Jack,Stephens,DEF,SOU,4200000,1,60,0.540540540540541,1.28700128700129E-07,1.42857142857143E-05,0,36940,1,24,0,0,0,0,0,14.3,0,2,0,60,-2,0.6,0,2.5,10,0,6,0,1,5.2,250492,0,0,0,0,1471,0,0,0,341,Stoke,,,,
Raheem,Sterling,MID,MCI,7500000,0,149,4.5,6E-07,1.98666666666667E-05,0,1889628,7,27,0,0,0,7,0,19.9,0,-5,0,149,5,0.1,0,0.7,11,0,9,0,14,10.6,2147455,0,400,0,2,2509,0,0,0,468,Watford,,,,
,Steve Cook,DEF,BOU,4800000,2,112,2.9,6.04166666666667E-07,2.33333333333333E-05,0,158758,5,67,0,0,0,2,0,23.3,0,-2,0,112,2,0.4,0,2,17,0,10,0,0,3.2,252167,1,443,0,1,3420,0,0,0,777,Leicester,,,,
Carl,Stewart,MID,WAT,4500000,0,0,0,0,0,0,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,0,0,0,0,0,0,0,0,0,Man City,,,,
Kevin,Stewart,DEF,LIV,4200000,0,4,0.036036036036036,8.58000858000858E-09,9.52380952380952E-07,0,5665,0,0,0,0,0,0,0,1,0,-3,0,4,3,0,0,0,0,0,0,0,0,0.1,2968,0,69,0,0,20,0,0,0,12,Middlesbrough,,,,
John,Stones,DEF,MCI,4600000,0,59,2.2,4.78260869565217E-07,1.28260869565217E-05,0,1342211,1,29,0,0,0,0,0,12.8,0,-4,0,59,4,0.1,0,0.3,4,0,4,0,0,13.3,593898,0,336,0,0,2014,0,0,0,435,Watford,,,,
Maksymilian,Stryjek,GLK,SUN,4000000,0,0,0,0,0,0,2922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,4485,0,0,0,0,0,0,0,0,0,Chelsea,,,,
Cristhian,Stuani,FWD,MID,4600000,0,54,2.3,5E-07,1.17391304347826E-05,0,450227,4,15,0,0,0,4,0,11.7,0,-4,0,54,4,0,0,0,4,0,4,0,0,2.4,487812,0,0,0,1,1355,0,0,0,203,Liverpool,,,,
Daniel,Sturridge,FWD,LIV,9700000,5,54,2.7,2.78350515463918E-07,5.56701030927835E-06,0,99153,1,7,0,0,0,3,0,5.6,0,-3,0,54,3,0.6,0,6,2,0,3,0,5,1.9,120356,0,283,0,0,775,0,0,0,180,Middlesbrough,,,,
Mario,Suárez,MID,WAT,4500000,0,0,0,0,0,0,7164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,337,0,69,0,0,0,0,0,0,0,Man City,,,,
Isaac,Success,MID,WAT,5700000,0,28,0.252252252252252,4.42547810968864E-08,4.91228070175439E-06,0,4695,2,9,0,0,0,1,0,4.9,0,-3,0,28,3,0,0,0,0,0,1,0,1,0,2391,0,0,0,0,519,0,0,0,87,Man City,,,,
Andrew,Surman,MID,BOU,4600000,2,44,2,4.34782608695652E-07,9.56521739130435E-06,0,9703,1,38,0,0,0,0,0,9.6,0,-4,0,44,4,0.2,0,1,0,0,4,0,1,0.1,2544,0,385,0,0,1800,0,0,1,288,Leicester,,,,
Sam,Surridge,FWD,BOU,4500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Leicester,,,,
Franck,Tabanou,DEF,SWA,4400000,0,0,0,0,0,0,1617,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0,0,0,0,West Brom,,,,
Dusan,Tadic,MID,SOU,6900000,2,108,3.3,4.78260869565217E-07,1.56521739130435E-05,0,285911,4,29,0,0,0,3,0,15.7,0,-6,0,108,6,0.3,1,1.8,4,0,13,0,7,2,163774,0,564,0,1,2411,0,0,0,376,Stoke,,,,
Matt,Targett,DEF,SOU,4100000,0,12,0.108108108108108,2.636783124588E-08,2.92682926829268E-06,0,37697,0,4,0,0,0,0,0,2.9,0,-4,0,12,4,0.4,0,1.5,0,0,1,0,0,0.2,14063,0,169,0,0,373,0,0,0,80,Stoke,,,,
James,Tarkowski,DEF,BUR,4000000,1,23,0.207207207207207,5.18018018018018E-08,5.75E-06,0,83844,1,11,0,0,0,0,0,5.8,0,0,0,23,0,0.3,0,1,0,0,1,0,0,1.8,82824,0,0,0,0,568,0,0,0,111,West Ham,,,,
Joel,Taylor,DEF,STK,4000000,0,0,0,0,0,0,437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,530,0,0,0,0,0,0,0,0,0,Southampton,,,,
